game,publisher,min_rtp,max_rtp,
The Naughty List,Realtime Gaming,91.0,97.5,95.0
The Three Stooges Brideless Groom,Realtime Gaming,91.0,97.5,95.0
Three Kingdom Wars,Realtime Gaming,91.0,97.5,95.0
Trigger Happy,Realtime Gaming,91.0,97.5,95.0
Triple Twister,Realtime Gaming,91.0,97.5,95.0
Voodoo Magic,Realtime Gaming,91.0,97.5,95.0
Witch's Brew,Realtime Gaming,91.0,97.5,95.0
Wu Zetian,Realtime Gaming,91.0,97.5,95.0
Zhanshi,Realtime Gaming,91.0,97.5,95.0
RTG 777,Realtime Gaming,91.0,97.0,95.0
Ninja Star,Realtime Gaming,91.0,95.0,95.0
Who Wants to be a Millionaire?,Ash Gaming,91.0,91.0,
Alien Hunter,Playtech,90.9,97.7,
Jour de l'Amour,Viaden,90.6,90.6,
King Cashalot,Microgaming,90.5,90.5,
Cubana Tropicana,Viaden,90.4,90.4,
Maverick Saloon,Viaden,90.4,90.4,
Pirates,Cayetano Gaming,90.3,90.3,
Deal or No Deal,Gamesys,90.2,90.2,
Jingle Bells Ride,Viaden,90.2,90.2,
Fruit Shop,Net Entertainment,90.1,99.1,96.7
Guns n' Roses,Net Entertainment,90.1,99.1,97.0
Reel Rush,Net Entertainment,90.1,99.1,97.0
Starburst,Net Entertainment,90.1,99.1,96.1
Fruit Fiesta 3-Reel,Microgaming,90.1,90.1,
Lotsaloot 5-Reel,Microgaming,90.1,90.1,
White King,Playtech,90.1,90.1,
Butterfly Staxx,Net Entertainment,90.0,99.1,96.8
Downton Abbey,Skywind Group,90.0,90.0,
Football Cup,Viaden,90.0,90.0,
Fruit Fiesta 5-Reel,Microgaming,90.0,90.0,
Hollywood Reels,Amaya Gaming,90.0,90.0,
Lotsaloot 3-Reel,Microgaming,90.0,90.0,
Relic Raiders,Net Entertainment,90.0,90.0,
Tunzamuni,Microgaming,90.0,90.0,
Dice Express HD,Viaden,89.9,89.9,
Lucky 88,Aristocrat,89.8,95.6,
House of Scare,Viaden,89.7,89.7,
Zorro,Aristocrat,89.4,95.5,
Major Millions 3-Reel,Microgaming,89.4,89.4,
Major Millions 5-Reel,Microgaming,89.4,89.4,
Fortune Jump,Playtech,89.2,96.1,
Jokerizer,Yggdrasil Gaming,88.8,94.22,
Diamond Bonanza,Gamesys,88.4,95.4,
Mega Moolah,Microgaming,88.1,88.1,
Mega Moolah Summertime,Microgaming,88.1,88.1,
The Dark Knight,Microgaming,88.1,88.1,
Ocean's Secret,Connective Games,88.0,98.0,
Mega Moolah 5 Reel Drive,Microgaming,88.0,88.0,
Mega Moolah Isis,Microgaming,88.0,88.0,
Bell of Fortune,Play'n Go,87.9,94.1,
Gift Shop,Play'n Go,87.9,94.1,
Golden Goal,Play'n Go,87.9,94.1,
Speed Cash,Play'n Go,87.9,94.1,
Lucky 5 Reeler,Barcrest,87.8,94.7,
Adventures in Wonderland,Ash Gaming,86.4,93.6,
Fruit Bonanza,Play'n Go,86.1,93.1,
Kiss of Luck,Connective Games,86.0,98.0,
Polar Picnic,Connective Games,86.0,98.0,
Diamonds,Spigo,86.0,91.0,
Riches of Robin,Play'n Go,85.6,96.7,96.7
Cash Pump,Play'n Go,84.7,96.9,96.9
Gunslinger Reloaded,Play'n Go,84.7,96.7,96.7
Sticky Joker,Play'n Go,84.7,96.7,96.7
Contact,Play'n Go,84.7,96.6,96.6
Charlie Chance in Hell to Pay,Play'n Go,84.7,96.2,96.2
Mission Cash,Play'n Go,84.6,96.7,96.7
Banana Rock,Play'n Go,84.6,96.6,96.6
Crystal Sun,Play'n Go,84.6,96.6,96.6
Firefly Frenzy,Play'n Go,84.6,96.6,96.6
Golden Colts,Play'n Go,84.6,96.6,96.6
Legacy of Dead,Play'n Go,84.6,96.6,96.6
Mahjong 88,Play'n Go,84.6,96.6,96.6
Rise of Merlin,Play'n Go,84.6,96.6,96.6
Starblast,Play'n Go,84.6,96.6,96.6
Tome of Madness,Play'n Go,84.6,96.6,96.6
Dragon Maiden,Play'n Go,84.6,96.5,96.5
Hugo's Adventure,Play'n Go,84.6,96.5,96.5
Rainforest Magic,Play'n Go,84.6,96.5,96.5
The Sword and the Grail,Play'n Go,84.6,96.5,96.5
Wild Rails,Play'n Go,84.6,96.5,96.5
Xmas Magic,Play'n Go,84.6,96.5,96.5
Wildhound Derby,Play'n Go,84.5,96.9,96.9
Battle Royal,Play'n Go,84.5,96.6,96.6
Big Win 777,Play'n Go,84.5,96.5,96.5
Black Mamba,Play'n Go,84.5,96.5,96.5
Chronos Joker,Play'n Go,84.5,96.5,96.5
Cops 'n Robbers,Play'n Go,84.5,96.5,96.5
Demon,Play'n Go,84.5,96.5,96.5
Divine Showdown,Play'n Go,84.5,96.5,96.5
Fu Er Dai,Play'n Go,84.5,96.5,96.5
Gold King,Play'n Go,84.5,96.5,96.5
Honey Rush,Play'n Go,84.5,96.5,96.5
Hugo Goal,Play'n Go,84.5,96.5,96.5
Imperial Opera,Play'n Go,84.5,96.5,96.5
Legacy of Egypt,Play'n Go,84.5,96.5,96.5
Perfect Gems,Play'n Go,84.5,96.5,96.5
Phoenix Reborn,Play'n Go,84.5,96.5,96.5
Planet Fortune,Play'n Go,84.5,96.5,96.5
Rise of Dead,Play'n Go,84.5,96.5,96.5
Sabaton,Play'n Go,84.5,96.5,96.5
Sizzling Spins,Play'n Go,84.5,96.5,96.5
Street Magic,Play'n Go,84.5,96.5,96.5
Sweet Alchemy,Play'n Go,84.5,96.5,96.5
Troll Hunters 2,Play'n Go,84.5,96.5,96.5
Wild Falls,Play'n Go,84.5,96.5,96.5
Wild Frames,Play'n Go,84.5,96.5,96.5
Rally 4 Riches,Play'n Go,84.5,96.3,96.3
Cash Vandal,Play'n Go,84.4,96.5,96.5
Game of Gladiators,Play'n Go,84.4,96.4,96.4
Inferno Joker,Play'n Go,84.4,96.4,96.4
Inferno Star,Play'n Go,84.4,96.4,96.4
Raging Rex,Play'n Go,84.4,96.3,96.3
Fortunes of Ali Baba,Play'n Go,84.3,96.9,96.9
Queen's Day Tilt,Play'n Go,84.3,96.4,96.4
Agent Destiny,Play'n Go,84.3,96.3,96.3
Coywolf Cash,Play'n Go,84.3,96.3,96.3
Shield of Athena,Play'n Go,84.3,96.3,96.3
That's Rich,Play'n Go,84.3,96.3,96.3
Big Win Cat,Play'n Go,84.3,96.2,96.2
Dawn of Egypt,Play'n Go,84.3,96.2,96.2
Ankh of Anubis,Play'n Go,84.2,96.2,96.2
Annihilator,Play'n Go,84.2,96.2,96.2
Book of Dead,Play'n Go,84.2,96.2,96.2
Doom of Egypt,Play'n Go,84.2,96.2,96.2
Leprechaun Goes Wild,Play'n Go,84.2,96.2,96.2
Ring of Odin,Play'n Go,84.2,96.2,96.2
Testament,Play'n Go,84.2,96.2,96.2
Wild Blood 2,Play'n Go,84.2,96.2,96.2
Baker's Treat,Play'n Go,84.2,96.0,96.0
Star Joker,Play'n Go,84.1,96.3,96.3
House of Doom,Play'n Go,84.1,96.1,96.1
Mermaid's Pearls,Realtime Gaming,80.0,97.8,95.0
The Dark Joker Rizes,Yggdrasil Gaming,79.7,96.3,
Mega Joker,Net Entertainment,76.9,99.0,
Jackpot 6000,Net Entertainment,74.9,98.8,
Super Nudge 6000,Net Entertainment,74.9,96.8,
